PDB ID, Region within RBD, Delphi Electrostatic Potential
6nb3,region_7,-61.442738001626196
6nb3,region_8,39.701019222393455
6nb3,region_9,-9.3678162484573
6nb3,region_10,7.047386415468106
6nb3,region_11,-14.863848087044516
6nb3,region_12,0
6nb3,region_13,0
6nb3,region_14,-14.829590377558944
6nb3,region_15,-4.907621280815139
6nb3,region_16,-24.90668499608968
6nb3,region_17,20.19674338341792
6nb3,region_18,91.98952996019104
6nb3,region_19,-92.91540509718266
6nb3,region_20,-93.86121110268317
6nb3,region_21,-29.920779990655852
6nb4,region_1,-39.30966555937394
6nb4,region_2,4.351931865840337
6nb4,region_3,-8.529891928786277
6nb4,region_4,-58.231301849792004
6nb4,region_5,4.455779120860638
6nb4,region_6,-24.904879155625224
6nb4,region_7,-70.0193768672673
6nb4,region_8,-15.160094515389513
6nb4,region_9,-88.91099913796
6nb4,region_10,13.506283509542861
6nb4,region_11,-15.719269082790476
6nb4,region_12,0
6nb4,region_13,0
6nb4,region_14,-15.35307581333014
6nb4,region_15,2.676512559277959
6nb4,region_16,6.772544338751063
6nb4,region_17,41.345764396812065
6nb4,region_18,80.54794122805166
6nb4,region_19,-34.81235885829889
6nb4,region_20,-23.880191235523135
6nb4,region_21,-7.523575472670027
6nb7,region_1,29.718320112858834
6nb7,region_2,17.444862752466022
6nb7,region_3,17.196672461618814
6nb7,region_4,50.63574096670895
6nb7,region_5,23.528358537610046
6nb7,region_6,16.992476494642343
6nb7,region_7,0
6nb7,region_8,-10.101496631193633
6nb7,region_9,3.839520958469477
6nb7,region_10,-4.793792944870422
6nb7,region_11,34.855272744029435
6nb7,region_12,43.32760261964091
6nb7,region_13,-9.24039029454192
6nb7,region_14,-7.107808840662177
6nb7,region_15,0.3393403891040725
6nb7,region_16,-3.3299137578850906
6nb7,region_17,23.550809403207893
6nb7,region_18,0
6nb7,region_19,3.7043212859716923
6nb7,region_20,9.623275969387501
6nb7,region_21,12.266869974308946
6pxh,region_1,-46.00588188962036
6pxh,region_2,43.99539951665706
6pxh,region_3,-37.65613979196853
6w41,region_1,-90.89364094266483
6w41,region_2,14.399703058575955
6w41,region_3,30.865508908703312
6w41,region_4,-85.98153970217741
6w41,region_5,61.089244224095765
6w41,region_6,-123.4598846208329
6w41,region_7,0
6w41,region_8,50.43055827477508
6w41,region_9,15.612830779223657
6w41,region_10,-97.07064241928921
6w41,region_11,-15.768311223240481
6w41,region_12,21.918232201177226
6w41,region_13,13.422038797685829
6w41,region_14,-21.970478947655867
6w41,region_15,-53.92247156775016
6w41,region_16,-80.44772026327715
6w41,region_17,19.941462261290205
6w41,region_18,-29.32287287039138
6w41,region_19,43.92808315037411
6wps,region_1,-2.2280166246264104
6wps,region_2,64.03131673992637
6wps,region_3,43.00018752288709
6wps,region_4,102.57825911970906
6wps,region_5,-22.76439905204434
6wps,region_6,21.618331152195545
6wps,region_7,26.13983686202008
6wps,region_8,0
6wps,region_9,39.48892886096512
6wps,region_10,5.542641261733132
6wps,region_11,-4.20692723017682
6wps,region_12,-8.394303417139456
6wps,region_13,8.454341716858941
6wps,region_14,-28.357901400677967
6wps,region_15,5.822060204422864
6wps,region_16,79.63890836024964
6wps,region_17,49.593475979017796
6wpt,region_1,9.642761046684049
6wpt,region_2,20.37161328829384
6wpt,region_3,85.80901725258906
6wpt,region_4,121.74594421559247
6wpt,region_5,-24.957374101560664
6wpt,region_6,9.26147196146752
6wpt,region_7,85.43078387930372
6wpt,region_8,0
6wpt,region_9,94.23133995978885
6wpt,region_10,12.192717248376269
6wpt,region_11,-22.081528251647338
6wpt,region_12,19.01548308535995
6wpt,region_13,27.640708112275878
6wpt,region_14,26.116223448387494
6wpt,region_15,63.84479360281743
6wpt,region_16,3.1135316162550715
6wpt,region_17,4.112866669076072
6wpt,region_18,-15.220829404546247
6wpt,region_19,37.559097445393704
6xc2,region_1,-87.08129865775999
6xc2,region_2,30.54866215494313
6xc2,region_3,4.238603435384636
6xc2,region_4,49.64573066823927
6xc2,region_5,43.5945700589522
6xc2,region_6,-31.464652926659177
6xc2,region_7,1.9297007297679407
6xc2,region_8,128.63208444388644
6xc2,region_9,23.885715021686792
6xc2,region_10,-119.82125213567221
6xc2,region_11,0.04726783165235382
6xc2,region_12,8.268545148675196
6xc2,region_13,79.2619273863111
6xc2,region_14,47.15624314192513
6xc2,region_15,-98.63447098505746
6xc2,region_16,-249.37578590054625
6xc2,region_17,38.19535089857703
6xc2,region_18,14.687987246892082
6xc2,region_19,-28.60851436296001
6xc3,region_1,-102.38563162530627
6xc3,region_2,154.4449479358206
6xc3,region_3,-27.223088778571192
6xc3,region_4,-43.495586740081215
6xc3,region_5,45.735136584297344
6xc3,region_6,-72.46292915950359
6xc3,region_7,0
6xc3,region_8,3.439610498141114
6xc3,region_9,-12.824963681018211
6xc3,region_10,-65.63789945524789
6xc3,region_11,5.325244086034182
6xc3,region_12,-41.99426603531795
6xc3,region_13,4.534682330577759
6xc3,region_14,-20.855093031800156
6xc3,region_15,-53.219780614503854
6xc3,region_16,-171.30390340647443
6xc3,region_17,58.35963401566739
6xc3,region_18,55.900304172149276
6xc3,region_19,79.24841626634122
6xc4,region_1,-83.12279869519605
6xc4,region_2,101.42695927277882
6xc4,region_3,-10.466870988114927
6xc4,region_4,-47.45488182644888
6xc4,region_5,35.33449846863426
6xc4,region_6,-128.9076217280589
6xc4,region_7,0
6xc4,region_8,71.67803358279791
6xc4,region_9,-23.740162481715522
6xc4,region_10,-78.66234780374222
6xc4,region_11,-23.717700751977656
6xc4,region_12,89.4042128750514
6xc4,region_13,6.984884734704856
6xc4,region_14,37.641385199885434
6xc4,region_15,-138.74989603605889
6xc4,region_16,-223.47364107436158
6xc4,region_17,40.295707130154156
6xc4,region_18,-15.238956657536217
6xc4,region_19,-20.495040337718486
6xc4,region_20,120.31477364463491
6xc7,region_1,-41.95186194934497
6xc7,region_2,61.6666726742784
6xc7,region_3,101.21833281192852
6xc7,region_4,-35.71798667141324
6xc7,region_5,35.586889359758416
6xc7,region_6,69.19665558100719
6xc7,region_7,0
6xc7,region_8,40.92569859920797
6xc7,region_9,53.26419521969825
6xc7,region_10,-173.64560422539847
6xc7,region_11,6.8932011817615315
6xc7,region_12,-124.42186347540913
6xc7,region_13,53.52864714091932
6xc7,region_14,54.74382128680531
6xc7,region_15,-62.97123876346893
6xc7,region_16,-204.953940909229
6xc7,region_17,4.213128554201236
6xc7,region_18,-4.815041027526217
6xc7,region_19,-2.302484378498404
6xcm,region_1,0.3629295755911599
6xcm,region_2,24.27918773814311
6xcm,region_3,68.26680891748728
6xcm,region_4,82.9210775285561
6xcm,region_5,-44.52030268780787
6xcm,region_6,32.110232873821936
6xcm,region_7,-1.381192194896478
6xcm,region_8,0
6xcm,region_9,196.89698501113315
6xcm,region_10,84.3375514547394
6xcm,region_11,-13.174643331917212
6xcm,region_12,0.6045752769273731
6xcm,region_13,13.171155419742583
6xcm,region_14,30.3153124813059
6xcm,region_15,24.439662298002077
6xcm,region_16,3.149896287078615
6xcm,region_17,1.1443902866236901
6xcm,region_18,23.484021753209042
6xcm,region_19,-5.740041504441201
6xcm,region_20,30.021773939604696
6xcn,region_1,-11.623876693513516
6xcn,region_2,-11.438893782513631
6xcn,region_3,26.102622170525198
6xcn,region_4,28.683797014491653
6xcn,region_5,-15.38418167084382
6xcn,region_6,-1.3960888815422279
6xcn,region_7,-24.297922429967002
6xcn,region_8,0
6xcn,region_9,2.1814475606789445
6xcn,region_10,20.5034116842081
6xcn,region_11,-42.31500933156022
6xcn,region_12,1.2211858163852325
6xcn,region_13,103.05992915451012
6xcn,region_14,11.17244688507827
6xcn,region_15,-43.97968711463471
6xcn,region_16,29.796867576176638
6xcn,region_17,-125.64159775811942
6xcn,region_18,-2.6175139440457222
6xcn,region_19,4.560883475446568
6xcn,region_20,-23.991658156549086
6xcn,region_21,14.585876746098705
6xdg,region_1,-89.70002407970328
6xdg,region_2,24.039575733117665
6xdg,region_3,20.71261438319428
6xdg,region_4,-84.8328221346546
6xdg,region_5,-7.59814258936189
6xdg,region_6,-216.25196655632908
6xdg,region_7,0
6xdg,region_8,49.94671449921743
6xdg,region_9,40.875116001733254
6xdg,region_10,-152.2358951718946
6xdg,region_11,5.996050610977117
6xdg,region_12,-68.52533006828662
6xdg,region_13,-20.96431252239808
6xdg,region_14,-1.3405390248870308
6xdg,region_15,-223.16568533536505
6xdg,region_16,-230.3037333383158
6xdg,region_17,4.823703114462218
6xdg,region_18,-29.79158715165827
6xdg,region_19,59.91253418077065
6xe1,region_1,-2.8185365768166832
6xe1,region_2,-59.844341354609426
6xe1,region_3,67.66083668587976
6xe1,region_4,98.9902228448122
6xe1,region_5,-37.931578487189405
6xe1,region_6,43.75838444013158
6xe1,region_7,5.777395624590596
6xe1,region_8,0
6xe1,region_9,14.990841216931006
6xe1,region_10,64.88931919309988
6xe1,region_11,-109.96852195996314
6xe1,region_12,-28.920803468687282
6xe1,region_13,34.94159308873969
6xe1,region_14,33.93355422974008
6xe1,region_15,41.08959389763334
6xe1,region_16,-81.16640127558617
6xe1,region_17,-93.83770891330052
6xe1,region_18,0.5021373448197615
6xe1,region_19,-24.445485419676892
6xe1,region_20,59.72563303283814
6xe1,region_21,33.06019105968095
6xkp,region_1,-34.396244973624825
6xkp,region_2,21.186646612047106
6xkp,region_3,5.777945584956807
6xkp,region_4,-16.71155647586474
6xkp,region_5,-29.360135342588176
6xkp,region_6,-49.190093421644704
6xkp,region_7,0
6xkp,region_8,21.79812448946462
6xkp,region_9,-19.02918301301244
6xkp,region_10,-99.86978955159138
6xkp,region_11,-0.6795119583365783
6xkp,region_12,92.53030231317697
6xkp,region_13,-59.44852560280533
6xkp,region_14,-29.093211226178372
6xkp,region_15,-32.80484666225178
6xkp,region_16,-108.93998927887782
6xkp,region_17,24.065883640849233
6xkp,region_18,-32.098402640710916
6xkp,region_19,-2.5161758113178205
6xkq,region_1,4.6336392182823225
6xkq,region_2,84.70975517125186
6xkq,region_3,-84.02783877210773
6xkq,region_4,14.245714430150173
6xkq,region_5,-40.424510973699554
6xkq,region_6,36.69071720369171
6xkq,region_7,33.53580730789847
6xkq,region_8,-69.89064886320014
6xkq,region_9,31.727546079005087
6xkq,region_10,213.5476124589679
6xkq,region_11,20.862447729128352
6xkq,region_12,58.191888491682974
6xkq,region_13,-88.83791943146444
6xkq,region_14,-94.99667562833253
6xkq,region_15,2.769176540896531
6xkq,region_16,-27.796748692635656
6yla,region_1,-88.5301951837905
6yla,region_2,-11.813505197481403
6yla,region_3,51.749187103288165
6yla,region_4,-93.86422186309517
6yla,region_5,-43.325780653362166
6yla,region_6,20.559011394396844
6yla,region_7,21.527890682173663
6yla,region_8,0
6yla,region_9,28.788739790911414
6yla,region_10,27.347067913937096
6yla,region_11,-108.8586571476325
6yla,region_12,-2.2549586061923312
6yla,region_13,46.462648495882284
6yla,region_14,18.248976167514787
6yla,region_15,64.24370508395265
6yla,region_16,-37.575116161514245
6yla,region_17,-78.71497043865423
6yla,region_18,-18.566458518234285
6yla,region_19,27.23224815507992
6yla,region_20,-30.810949611282453
6ym0,region_1,-142.9975035112369
6ym0,region_2,11.52992897502007
6ym0,region_3,35.055926875350124
6ym0,region_4,-62.05523976280638
6ym0,region_5,9.830045379633095
6ym0,region_6,8.440443209380398
6ym0,region_7,0
6ym0,region_8,57.812677793818146
6ym0,region_9,14.301875581054219
6ym0,region_10,-108.41251051454081
6ym0,region_11,-13.508422093816364
6ym0,region_12,121.70043621027767
6ym0,region_13,16.268917097992485
6ym0,region_14,-2.4351221755088304
6ym0,region_15,-41.27490106459804
6ym0,region_16,18.913092027724975
6ym0,region_17,21.548459942138287
6ym0,region_18,8.060715120727592
6ym0,region_19,-12.927129063209026
6z2m,region_1,-127.42943405791972
6z2m,region_2,50.75281288566548
6z2m,region_3,47.411404177557166
6z2m,region_4,-11.390871549741956
6z2m,region_5,16.576801214979994
6z2m,region_6,-100.07187252939273
6z2m,region_7,0
6z2m,region_8,-20.74740081113395
6z2m,region_9,-39.58524412000735
6z2m,region_10,-121.81207014586877
6z2m,region_11,-16.15777063629958
6z2m,region_12,7.136735219704512
6z2m,region_13,0.924124639562244
6z2m,region_14,15.812448989042828
6z2m,region_15,-50.30578008355479
6z2m,region_16,-177.37436406076046
6z2m,region_17,22.351814302803508
6z2m,region_18,26.968883638823648
6z2m,region_19,96.69077711960749
6zcz,region_1,-2.019105375368766
6zcz,region_2,72.77715378744472
6zcz,region_3,31.507904794854667
6zcz,region_4,-20.875441645671806
6zcz,region_5,-21.530099941248558
6zcz,region_6,4.203269249999693
6zcz,region_7,0
6zcz,region_8,24.326915308213348
6zcz,region_9,81.4544771525068
6zcz,region_10,-66.06070176001617
6zcz,region_11,-5.829975345599657
6zcz,region_12,54.42508339219246
6zcz,region_13,28.476352217163516
6zcz,region_14,44.36782800862643
6zcz,region_15,-35.41966170854606
6zcz,region_16,-86.56119868503863
6zcz,region_17,-11.509459471031782
6zcz,region_18,-31.991872315861777
6zcz,region_19,-21.056836161502407
6zdg,region_1,-124.25058207838285
6zdg,region_2,128.07178081546442
6zdg,region_3,193.09018197236225
6zdg,region_4,3.8770327972377907
6zdg,region_5,93.98116138018825
6zdg,region_6,-45.286474598264995
6zdg,region_7,0
6zdg,region_8,54.68378481241389
6zdg,region_9,65.55424463841831
6zdg,region_10,-126.5645034048498
6zdg,region_11,2.4168533618315466
6zdg,region_12,122.46817870202874
6zdg,region_13,92.6378577326446
6zdg,region_14,36.30769164921363
6zdg,region_15,-115.41855857001497
6zdg,region_16,-123.11308228541677
6zdg,region_17,-51.30650032837772
6zdg,region_18,61.881906264242176
6zdg,region_19,79.80976359861943
6zdh,region_1,93.50525450970777
6zdh,region_2,27.07549810275816
6zdh,region_3,4.248742846357228
6zdh,region_4,20.120979930001262
6zdh,region_5,-11.11752286195172
6zdh,region_6,98.22944700054762
6zdh,region_7,-141.14457120220612
6zdh,region_8,0
6zdh,region_9,-0.42056352333592506
6zdh,region_10,-117.67742744452623
6zdh,region_11,-34.0534558755392
6zdh,region_12,32.407951997575864
6zdh,region_13,90.7578069622445
6zdh,region_14,-65.70731209784434
6zdh,region_15,9.700752867673076
6zdh,region_16,-15.704436895203212
6zdh,region_17,10.426516063075832
6zdh,region_18,-47.7333460864165
6zdh,region_19,-127.01831586448932
6zdh,region_20,-39.299922938911294
6zdh,region_21,100.34072857947832
6zer,region_1,-111.51729820891305
6zer,region_2,61.095413108395704
6zer,region_3,19.384568443525197
6zer,region_4,-40.70020529297048
6zer,region_5,39.68468464856508
6zer,region_6,-99.60060574435175
6zer,region_7,0
6zer,region_8,37.31253553152315
6zer,region_9,51.39468856007856
6zer,region_10,-154.75287311704187
6zer,region_11,-13.393906506893211
6zer,region_12,17.43902217964148
6zer,region_13,25.200832144542062
6zer,region_14,33.37028383418178
6zer,region_15,26.824790104702515
6zer,region_16,-224.6116282125813
6zer,region_17,-7.767874445460231
6zer,region_18,-43.3787883344618
6zer,region_19,72.37345225137916
6zfo,region_1,-71.42467947054243
6zfo,region_2,110.00571022906844
6zfo,region_3,174.56321077589533
6zfo,region_4,2.0990366955514546
6zfo,region_5,77.05121560329518
6zfo,region_6,8.642001968406902
6zfo,region_7,0
6zfo,region_8,120.03454809052648
6zfo,region_9,66.91271907823743
6zfo,region_10,-126.04468736539545
6zfo,region_11,42.164524107671284
6zfo,region_12,179.3244899948005
6zfo,region_13,61.084007572055654
6zfo,region_14,115.2267720917709
6zfo,region_15,-72.52272456523929
6zfo,region_16,-162.9540760308684
6zfo,region_17,-11.820851992457541
6zfo,region_18,-14.01843182059269
6zfo,region_19,39.94899101027788
7DDD,region_1,19.557133309110544
7DDD,region_2,79.62137908853869
7DDD,region_3,76.25612071081648
7DDD,region_4,59.71716432733054
7DDD,region_5,-6.094438425814589
7DDD,region_6,34.00751996854176
7DDD,region_7,66.9616452987257
7DDD,region_8,0
7DDD,region_9,17.154411863979195
7DDD,region_10,6.925171238876816
7DDD,region_11,-27.98410429260996
7DDD,region_12,10.58083232019897
7DDD,region_13,33.90489349999965
7DDD,region_14,-35.604669893613014
7DDD,region_15,22.469422995336412
7DDD,region_16,-8.640822496500189
7DDD,region_17,-18.206261248465466
7DDD,region_18,2.7713426342897804
7DDD,region_19,18.44233384893807
7DDD,region_20,49.42948534921776
7DDD,region_21,15.201670586637634
7a5r,region_1,6.717215283391288
7a5r,region_2,-68.48282805271093
7a5r,region_3,32.97450383758503
7a5r,region_4,46.55077516783312
7a5r,region_5,-16.988936775674652
7a5r,region_6,171.8735547460497
7a5r,region_7,-61.126481716096926
7a5r,region_8,0
7a5r,region_9,68.52957227325753
7a5r,region_10,87.40699610251973
7a5r,region_11,-105.89608615389555
7a5r,region_12,22.111618301386503
7a5r,region_13,36.37112434580263
7a5r,region_14,65.60832980078322
7a5r,region_15,11.229334955486204
7a5r,region_16,59.87344440775714
7a5r,region_17,-11.946187697158274
7a5r,region_18,9.684992236277678
7a5r,region_19,-32.48890031903237
7a5r,region_20,42.58769656360276
7a5r,region_21,36.13674568043122
7a5s,region_1,-4.250975536566985
7a5s,region_2,-1.1170431475221783
7a5s,region_3,40.26452095503265
7a5s,region_4,100.88601465606831
7a5s,region_5,-53.59788643981366
7a5s,region_6,156.8830311844616
7a5s,region_7,-10.19111855999505
7a5s,region_8,0
7a5s,region_9,46.128879979612265
7a5s,region_10,71.18865842850329
7a5s,region_11,-55.60142384580003
7a5s,region_12,34.9887265579774
7a5s,region_13,92.4416314132883
7a5s,region_14,38.38383543106153
7a5s,region_15,77.15536111184174
7a5s,region_16,38.70580975696896
7a5s,region_17,-59.6253132342438
7a5s,region_18,43.4964612204321
7a5s,region_19,-5.212172062769909
7a5s,region_20,76.63247189103666
7a5s,region_21,40.482928362776924
7akj,region_1,10.308147050480903
7akj,region_2,30.04123875619577
7akj,region_3,-17.012771362057098
7akj,region_4,-110.78081057112914
7akj,region_5,29.20890643495884
7akj,region_6,4.974100101993683
7akj,region_7,0
7akj,region_8,-15.396382056769136
7akj,region_9,-8.579049077499466
7akj,region_10,-38.46146878212761
7akj,region_11,70.14465322268933
7akj,region_12,8.111730673777188
7akj,region_13,145.70120246812803
7akj,region_14,47.94613424125971
7akj,region_15,46.28119774941992
7akj,region_16,-0.07507118932666268
7akj,region_17,43.214989073922936
7akj,region_18,-1.4902940051781441
7akj,region_19,-6.42668365803142
7akj,region_20,8.346603664903927
7akj,region_21,-46.66248278789929
7b3o,region_1,-35.89745900977861
7b3o,region_2,16.627985736912144
7b3o,region_3,177.74318950460074
7b3o,region_4,-92.60047067106578
7b3o,region_5,104.21260050143354
7b3o,region_6,-124.06102036493829
7b3o,region_7,-31.36488044864243
7b3o,region_8,106.26024420886463
7b3o,region_9,100.00902739606289
7b3o,region_10,-144.55161711515242
7b3o,region_11,3.0670255546137613
7b3o,region_12,0
7b3o,region_13,116.10730807782495
7b3o,region_14,159.84064270224357
7b3o,region_15,71.37794417052513
7b3o,region_16,59.21326045218692
7b3o,region_17,-168.56439366819185
7b3o,region_18,24.817796783349117
7b3o,region_19,78.14420764958592
7beh,region_1,-120.9303818405659
7beh,region_2,7.70113429986435
7beh,region_3,65.3108304494667
7beh,region_4,-91.67429161011921
7beh,region_5,27.65201057400989
7beh,region_6,-5.726511186447365
7beh,region_7,0
7beh,region_8,73.03700340980548
7beh,region_9,31.68666777120165
7beh,region_10,-116.0622446102293
7beh,region_11,4.346429512112404
7beh,region_12,33.492172907056585
7beh,region_13,41.06263502248348
7beh,region_14,-15.652592381710587
7beh,region_15,-23.754203988196245
7beh,region_16,-171.98731239208905
7beh,region_17,81.16319455021605
7beh,region_18,-60.33595886211767
7beh,region_19,18.311037943333098
7bei,region_1,-44.30242503516223
7bei,region_2,-8.546844101411502
7bei,region_3,-71.27680226481684
7bei,region_4,-48.639352283265765
7bei,region_5,2.75404590215712
7bei,region_6,-21.91743656654127
7bei,region_7,0
7bei,region_8,39.91090011534855
7bei,region_9,87.6504839281266
7bei,region_10,-128.8310553277526
7bei,region_11,-24.044543720684974
7bei,region_12,100.70416104233897
7bei,region_13,-3.092242724039565
7bei,region_14,47.35501551875628
7bei,region_15,-75.73495553056877
7bei,region_16,-191.08882843299637
7bei,region_17,6.180267746672452
7bei,region_18,57.00655155535989
7bei,region_19,-36.65377743588393
7bej,region_1,-57.49908683863367
7bej,region_2,45.210550988046805
7bej,region_3,71.45922142719249
7bej,region_4,7.170852804921459
7bej,region_5,32.37203625866355
7bej,region_6,1.9270596884577031
7bej,region_7,0
7bej,region_8,34.25312983400225
7bej,region_9,20.786970199745593
7bej,region_10,-143.0101531972466
7bej,region_11,-14.991048759882272
7bej,region_12,146.24524005522468
7bej,region_13,-16.791354091435682
7bej,region_14,36.07666949480516
7bej,region_15,-132.48900522899106
7bej,region_16,-82.97540992090052
7bej,region_17,30.23982659270549
7bej,region_18,5.551811346033823
7bej,region_19,-38.55588617298522
7bek,region_1,-162.49526312259724
7bek,region_2,33.97053689221745
7bek,region_3,19.487681568587128
7bek,region_4,6.367365184510927
7bek,region_5,38.93158173249542
7bek,region_6,0.9804677492331351
7bek,region_7,0
7bek,region_8,20.394130453852238
7bek,region_9,2.9023697448003922
7bek,region_10,-139.24047321686987
7bek,region_11,-42.689843512863106
7bek,region_12,125.94555396252036
7bek,region_13,61.3180648683898
7bek,region_14,13.356820971598202
7bek,region_15,-49.731703353583256
7bek,region_16,-204.031965203731
7bek,region_17,-43.764449013795804
7bek,region_18,71.73368179878122
7bek,region_19,37.23440717497701
7bel,region_1,67.8540063757618
7bel,region_2,-10.002868780999364
7bel,region_3,51.33433874188927
7bel,region_4,-54.70012675886005
7bel,region_5,4.270333017250455
7bel,region_6,5.998454742230898
7bel,region_7,0
7bel,region_8,72.85471589814598
7bel,region_9,77.66954909591482
7bel,region_10,-114.39896328834826
7bel,region_11,4.710938490758792
7bel,region_12,-90.34590019806637
7bel,region_13,3.727367843556941
7bel,region_14,68.73519546633227
7bel,region_15,-116.71179133841675
7bel,region_16,-88.69331488851586
